road,lat,lon,current_speed,free_flow_speed,confidence,timestamp,congestion_percent,rush_hour,congestion_level,low_confidence,is_weekend,hour,speed_diff,temperature,weathercode,weather
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:01:50,0.0,False,Low,False,True,22,12.0,25.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,29,35,0.934663,2025-05-31 22:01:51,17.14285714285714,False,Low,False,True,22,-6.0,25.7,51,drizzle
Boulevard,-5.156843,119.446864,18,23,0.844434,2025-05-31 22:06:52,21.739130434782606,False,Low,False,True,22,-11.0,25.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:06:54,0.0,False,Low,False,True,22,17.0,25.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,30,35,0.909294,2025-05-31 22:06:57,14.28571428571429,False,Low,False,True,22,-5.0,25.7,51,drizzle
Boulevard,-5.156843,119.446864,18,24,0.891114,2025-05-31 22:11:59,25.0,False,Low,False,True,22,-12.0,25.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:12:01,0.0,False,Low,False,True,22,17.0,25.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,30,35,0.921087,2025-05-31 22:12:04,14.28571428571429,False,Low,False,True,22,-5.0,25.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 22:17:21,0.0,False,Low,False,True,22,-7.0,25.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:17:24,0.0,False,Low,False,True,22,12.0,25.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,31,35,0.948843,2025-05-31 22:17:26,11.428571428571432,False,Low,False,True,22,-4.0,25.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 22:22:28,0.0,False,Low,False,True,22,-8.0,25.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:22:30,0.0,False,Low,False,True,22,12.0,25.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,31,35,0.959776,2025-05-31 22:22:30,11.428571428571432,False,Low,False,True,22,-4.0,25.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 22:27:32,0.0,False,Low,False,True,22,-8.0,25.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:27:33,0.0,False,Low,False,True,22,12.0,25.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-31 22:27:34,0.0,False,Low,False,True,22,0.0,25.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 22:32:35,0.0,False,Low,False,True,22,-12.0,25.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:32:37,0.0,False,Low,False,True,22,12.0,25.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-31 22:32:39,0.0,False,Low,False,True,22,0.0,25.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 22:37:40,0.0,False,Low,False,True,22,-12.0,25.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:37:42,0.0,False,Low,False,True,22,12.0,25.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-31 22:37:50,0.0,False,Low,False,True,22,0.0,25.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 11:39:03,0.0,False,Low,False,True,11,-12.0,27.6,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,30,35,0.952741,2025-06-01 11:39:04,14.28571428571429,False,Low,False,True,11,7.0,27.6,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 11:39:06,0.0,False,Low,False,True,11,5.0,27.6,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 11:44:07,0.0,False,Low,False,True,11,-12.0,27.6,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,29,35,0.952327,2025-06-01 11:44:11,17.14285714285714,False,Low,False,True,11,6.0,27.6,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 11:44:12,0.0,False,Low,False,True,11,6.0,27.6,51,drizzle
Boulevard,-5.156843,119.446864,19,24,0.859963,2025-06-01 11:49:13,20.833333333333336,False,Low,False,True,11,-16.0,27.6,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,29,36,0.950602,2025-06-01 11:49:14,19.444444444444443,False,Low,False,True,11,10.0,27.6,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 11:49:15,0.0,False,Low,False,True,11,6.0,27.6,51,drizzle
Boulevard,-5.156843,119.446864,19,23,0.857474,2025-06-01 11:54:16,17.391304347826086,False,Low,False,True,11,-16.0,27.6,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,30,35,0.949367,2025-06-01 11:54:16,14.28571428571429,False,Low,False,True,11,11.0,27.6,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 11:54:17,0.0,False,Low,False,True,11,5.0,27.6,51,drizzle
Boulevard,-5.156843,119.446864,19,23,0.855645,2025-06-01 11:59:18,17.391304347826086,False,Low,False,True,11,-16.0,27.6,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,30,35,0.941146,2025-06-01 11:59:18,14.28571428571429,False,Low,False,True,11,11.0,27.6,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 11:59:19,0.0,False,Low,False,True,11,5.0,27.6,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:04:20,0.0,False,Low,False,True,12,-12.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,30,35,0.8929,2025-06-01 12:04:21,14.28571428571429,False,Low,False,True,12,7.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:04:21,0.0,False,Low,False,True,12,5.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:09:22,0.0,False,Low,False,True,12,-12.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:09:23,0.0,False,Low,False,True,12,12.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:09:24,0.0,False,Low,False,True,12,0.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:14:25,0.0,False,Low,False,True,12,-12.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:14:25,0.0,False,Low,False,True,12,12.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:14:26,0.0,False,Low,False,True,12,0.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,20,24,0.846912,2025-06-01 12:19:28,16.666666666666664,False,Low,False,True,12,-15.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:19:28,0.0,False,Low,False,True,12,15.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:19:29,0.0,False,Low,False,True,12,0.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,20,24,0.865865,2025-06-01 12:24:30,16.666666666666664,False,Low,False,True,12,-15.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:24:31,0.0,False,Low,False,True,12,15.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:24:32,0.0,False,Low,False,True,12,0.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:29:33,0.0,False,Low,False,True,12,-12.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:29:34,0.0,False,Low,False,True,12,12.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:29:34,0.0,False,Low,False,True,12,0.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:34:35,0.0,False,Low,False,True,12,-12.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:34:36,0.0,False,Low,False,True,12,12.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:34:37,0.0,False,Low,False,True,12,0.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:39:37,0.0,False,Low,False,True,12,-12.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,31,36,0.963696,2025-06-01 12:39:39,13.888888888888884,False,Low,False,True,12,8.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:39:40,0.0,False,Low,False,True,12,4.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,19,23,0.847778,2025-06-01 12:44:41,17.391304347826086,False,Low,False,True,12,-16.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:44:42,0.0,False,Low,False,True,12,16.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:44:43,0.0,False,Low,False,True,12,0.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:49:44,0.0,False,Low,False,True,12,-12.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:49:45,0.0,False,Low,False,True,12,12.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:49:46,0.0,False,Low,False,True,12,0.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:54:47,0.0,False,Low,False,True,12,-12.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:54:47,0.0,False,Low,False,True,12,12.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:54:48,0.0,False,Low,False,True,12,0.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:59:50,0.0,False,Low,False,True,12,-12.0,27.7,51,drizzle
Tun Abdul Razak,-5.180458,119.465541,31,36,0.962504,2025-06-01 12:59:51,13.888888888888884,False,Low,False,True,12,8.0,27.7,51,drizzle
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:59:52,0.0,False,Low,False,True,12,4.0,27.7,51,drizzle
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:04:54,0.0,False,Low,False,True,13,-12.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,31,35,0.968858,2025-06-01 13:04:55,11.428571428571432,False,Low,False,True,13,8.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 13:04:57,0.0,False,Low,False,True,13,4.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:09:59,0.0,False,Low,False,True,13,-12.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,29,35,0.967712,2025-06-01 13:10:00,17.14285714285714,False,Low,False,True,13,6.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 13:10:01,0.0,False,Low,False,True,13,6.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:15:02,0.0,False,Low,False,True,13,-12.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.966248,2025-06-01 13:15:02,19.444444444444443,False,Low,False,True,13,6.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 13:15:03,0.0,False,Low,False,True,13,6.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:20:04,0.0,False,Low,False,True,13,-12.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.966069,2025-06-01 13:20:05,19.444444444444443,False,Low,False,True,13,6.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 13:20:06,0.0,False,Low,False,True,13,6.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:25:07,0.0,False,Low,False,True,13,-12.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,29,35,0.968243,2025-06-01 13:25:09,17.14285714285714,False,Low,False,True,13,6.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 13:25:09,0.0,False,Low,False,True,13,6.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:30:10,0.0,False,Low,False,True,13,-12.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.968552,2025-06-01 13:30:13,19.444444444444443,False,Low,False,True,13,6.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 13:30:14,0.0,False,Low,False,True,13,6.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:35:14,0.0,False,Low,False,True,13,-12.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.970534,2025-06-01 13:35:17,19.444444444444443,False,Low,False,True,13,6.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 13:35:18,0.0,False,Low,False,True,13,6.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:40:19,0.0,False,Low,False,True,13,-12.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.975981,2025-06-01 13:40:20,19.444444444444443,False,Low,False,True,13,6.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 13:40:21,0.0,False,Low,False,True,13,6.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:45:22,0.0,False,Low,False,True,13,-12.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,30,36,0.976791,2025-06-01 13:45:22,16.666666666666664,False,Low,False,True,13,7.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,29,34,0.978449,2025-06-01 13:45:23,14.70588235294118,False,Low,False,True,13,-1.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:50:24,0.0,False,Low,False,True,13,-6.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,29,35,0.980435,2025-06-01 13:50:25,17.14285714285714,False,Low,False,True,13,6.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,29,34,0.968973,2025-06-01 13:50:26,14.70588235294118,False,Low,False,True,13,0.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 13:55:27,0.0,False,Low,False,True,13,-6.0,26.8,65,rainy
Tun Abdul Razak,-5.180458,119.465541,30,36,0.982932,2025-06-01 13:55:27,16.666666666666664,False,Low,False,True,13,7.0,26.8,65,rainy
Sultan Alauddin,-5.202323,119.495785,29,35,0.96276,2025-06-01 13:55:28,17.14285714285714,False,Low,False,True,13,-1.0,26.8,65,rainy
Boulevard,-5.156843,119.446864,18,24,0.936244,2025-06-01 14:00:29,25.0,False,Low,False,True,14,-11.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.984002,2025-06-01 14:00:30,19.444444444444443,False,Low,False,True,14,11.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,29,34,0.951091,2025-06-01 14:00:31,14.70588235294118,False,Low,False,True,14,0.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,18,24,0.937023,2025-06-01 14:05:32,25.0,False,Low,False,True,14,-11.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,29,35,0.981962,2025-06-01 14:05:32,17.14285714285714,False,Low,False,True,14,11.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,29,34,0.956119,2025-06-01 14:05:33,14.70588235294118,False,Low,False,True,14,0.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,19,23,0.934572,2025-06-01 14:10:35,17.391304347826086,False,Low,False,True,14,-10.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.988081,2025-06-01 14:10:36,19.999999999999996,False,Low,False,True,14,9.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 14:10:45,0.0,False,Low,False,True,14,7.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,18,23,0.936786,2025-06-01 14:15:46,21.739130434782606,False,Low,False,True,14,-17.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.987848,2025-06-01 14:15:47,19.999999999999996,False,Low,False,True,14,10.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 14:15:48,0.0,False,Low,False,True,14,7.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,19,24,0.936132,2025-06-01 14:20:49,20.833333333333336,False,Low,False,True,14,-16.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,28,36,0.986544,2025-06-01 14:20:50,22.22222222222222,False,Low,False,True,14,9.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,28,35,0.948293,2025-06-01 14:20:50,19.999999999999996,False,Low,False,True,14,0.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,18,24,0.91721,2025-06-01 14:25:52,25.0,False,Low,False,True,14,-10.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,28,36,0.985398,2025-06-01 14:25:54,22.22222222222222,False,Low,False,True,14,10.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,28,35,0.97388,2025-06-01 14:25:56,19.999999999999996,False,Low,False,True,14,0.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,17,23,0.89728,2025-06-01 14:30:57,26.086956521739136,False,Low,False,True,14,-11.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,27,35,0.985109,2025-06-01 14:30:58,22.857142857142854,False,Low,False,True,14,10.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,28,34,0.971366,2025-06-01 14:30:59,17.647058823529417,False,Low,False,True,14,1.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,17,24,0.860998,2025-06-01 14:36:00,29.166666666666664,False,Low,False,True,14,-11.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,26,35,0.983132,2025-06-01 14:36:01,25.71428571428571,False,Low,False,True,14,9.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,29,34,0.970268,2025-06-01 14:36:02,14.70588235294118,False,Low,False,True,14,3.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,18,23,0.901618,2025-06-01 14:41:04,21.739130434782606,False,Low,False,True,14,-11.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.984787,2025-06-01 14:41:05,19.999999999999996,False,Low,False,True,14,10.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,29,34,0.965686,2025-06-01 14:41:06,14.70588235294118,False,Low,False,True,14,1.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,18,24,0.898083,2025-06-01 14:46:06,25.0,False,Low,False,True,14,-11.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.986966,2025-06-01 14:46:07,19.999999999999996,False,Low,False,True,14,10.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,28,34,0.965278,2025-06-01 14:46:08,17.647058823529417,False,Low,False,True,14,0.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,18,23,0.89235,2025-06-01 14:51:09,21.739130434782606,False,Low,False,True,14,-10.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.991083,2025-06-01 14:51:10,19.999999999999996,False,Low,False,True,14,10.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,27,35,0.941782,2025-06-01 14:51:11,22.857142857142854,False,Low,False,True,14,-1.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,17,23,0.902988,2025-06-01 14:56:11,26.086956521739136,False,Low,False,True,14,-10.0,26.6,63,rainy
Tun Abdul Razak,-5.180458,119.465541,27,36,0.990063,2025-06-01 14:56:12,25.0,False,Low,False,True,14,10.0,26.6,63,rainy
Sultan Alauddin,-5.202323,119.495785,27,35,0.933738,2025-06-01 14:56:13,22.857142857142854,False,Low,False,True,14,0.0,26.6,63,rainy
Boulevard,-5.156843,119.446864,18,24,0.925513,2025-06-01 15:01:15,25.0,False,Low,False,True,15,-9.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,27,35,0.992918,2025-06-01 15:01:17,22.857142857142854,False,Low,False,True,15,9.0,26.1,61,rainy
Sultan Alauddin,-5.202323,119.495785,28,35,0.922496,2025-06-01 15:01:18,19.999999999999996,False,Low,False,True,15,1.0,26.1,61,rainy
Boulevard,-5.156843,119.446864,18,24,0.934333,2025-06-01 15:06:19,25.0,False,Low,False,True,15,-10.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,27,36,0.994657,2025-06-01 15:06:19,25.0,False,Low,False,True,15,9.0,26.1,61,rainy
Sultan Alauddin,-5.202323,119.495785,27,34,0.92882,2025-06-01 15:06:20,20.588235294117652,False,Low,False,True,15,0.0,26.1,61,rainy
Boulevard,-5.156843,119.446864,18,23,0.924051,2025-06-01 15:11:21,21.739130434782606,False,Low,False,True,15,-9.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,27,36,0.991074,2025-06-01 15:11:22,25.0,False,Low,False,True,15,9.0,26.1,61,rainy
Sultan Alauddin,-5.202323,119.495785,28,35,0.921525,2025-06-01 15:11:24,19.999999999999996,False,Low,False,True,15,1.0,26.1,61,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 15:16:25,0.0,False,Low,False,True,15,-5.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,27,36,0.991559,2025-06-01 15:16:26,25.0,False,Low,False,True,15,4.0,26.1,61,rainy
Sultan Alauddin,-5.202323,119.495785,27,35,0.936532,2025-06-01 15:16:27,22.857142857142854,False,Low,False,True,15,0.0,26.1,61,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 15:21:28,0.0,False,Low,False,True,15,-4.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,27,35,0.990254,2025-06-01 15:21:29,22.857142857142854,False,Low,False,True,15,4.0,26.1,61,rainy
Sultan Alauddin,-5.202323,119.495785,28,35,0.956398,2025-06-01 15:21:30,19.999999999999996,False,Low,False,True,15,1.0,26.1,61,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 15:26:31,0.0,False,Low,False,True,15,-5.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,26,36,0.990827,2025-06-01 15:26:32,27.77777777777778,False,Low,False,True,15,3.0,26.1,61,rainy
Sultan Alauddin,-5.202323,119.495785,28,35,0.97377,2025-06-01 15:26:32,19.999999999999996,False,Low,False,True,15,2.0,26.1,61,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 15:31:35,0.0,False,Low,False,True,15,-5.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,26,36,0.99231,2025-06-01 15:31:35,27.77777777777778,False,Low,False,True,15,3.0,26.1,61,rainy
Sultan Alauddin,-5.202323,119.495785,29,35,0.977188,2025-06-01 15:31:36,17.14285714285714,False,Low,False,True,15,3.0,26.1,61,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 15:36:37,0.0,False,Low,False,True,15,-6.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,26,36,0.987909,2025-06-01 15:36:38,27.77777777777778,False,Low,False,True,15,3.0,26.1,61,rainy
Sultan Alauddin,-5.202323,119.495785,28,35,0.980247,2025-06-01 15:36:39,19.999999999999996,False,Low,False,True,15,2.0,26.1,61,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 15:41:40,0.0,False,Low,False,True,15,-5.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,25,35,0.985791,2025-06-01 15:41:43,28.57142857142857,False,Low,False,True,15,2.0,26.1,61,rainy
Sultan Alauddin,-5.202323,119.495785,28,35,0.981427,2025-06-01 15:41:44,19.999999999999996,False,Low,False,True,15,3.0,26.1,61,rainy
Boulevard,-5.156843,119.446864,18,23,0.92995,2025-06-01 15:46:45,21.739130434782606,False,Low,False,True,15,-10.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,27,36,0.984387,2025-06-01 15:46:48,25.0,False,Low,False,True,15,9.0,26.1,61,rainy
Sultan Alauddin,-5.202323,119.495785,28,35,0.979057,2025-06-01 15:46:49,19.999999999999996,False,Low,False,True,15,1.0,26.1,61,rainy
Boulevard,-5.156843,119.446864,17,23,0.914121,2025-06-01 15:51:49,26.086956521739136,False,Low,False,True,15,-11.0,26.1,61,rainy
Tun Abdul Razak,-5.180458,119.465541,26,35,0.976815,2025-06-01 15:51:50,25.71428571428571,False,Low,False,True,15,9.0,26.1,61,rainy
